Date de production;Centre de charge;Equipe;Code article;Désignation article;Temps d'ouverture (mn);Arrêts planifiés (mn);Arrêts panne (mn);Arrêts changement de série (mn);Arrêts réglage (mn);Arrêts manque composant (mn);Arrêts effectif (mn);Autres arrêts (mn);Nb interventions maintenance;Cadence théorique (p/mn);Qté lancée;Qté bonne 1er passage;Qté retouchée;Qté rebutée;Qté au programme;Effectif théorique;Effectif présent;Accidents AT;Presqu'accidents
10/11/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;0;0;8;19;0;0;0;15,0;5792;5687;42;63;5906;12;12;0;0
10/11/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;55;0;0;32;20;0;1;15,0;4520;4452;27;41;4665;12;12;0;0
10/11/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;52;26;5;0;30;0;1;9,0;2722;2692;12;18;2876;8;8;0;0
10/11/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;38;0;0;0;0;12;1;9,0;3141;3115;10;16;3360;8;8;0;0
10/11/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;23;28;0;29;0;0;1;9,0;2569;2556;5;8;2561;8;8;0;0
10/11/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;22;0;12;16;0;19;1;22,0;7468;7303;66;99;7443;6;5;0;0
12/11/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;37;12;0;20;0;0;1;12,5;4011;3990;8;13;3998;12;12;0;0
12/11/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;0;29;8;0;18;20;0;12,5;4357;4269;35;53;4347;12;12;0;0
12/11/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;0;0;11;0;28;0;0;7,5;2571;2529;16;26;2623;8;8;0;0
12/11/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;42;0;0;24;0;8;1;7,5;2594;2560;13;21;2680;8;7;0;0
12/11/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;30;33;7;0;11;0;1;7,5;2257;2234;9;14;2361;8;8;0;0
12/11/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;38;23;0;15;18;19;1;18,0;5679;5627;20;32;6007;6;6;0;0
13/11/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;54;30;8;0;14;0;1;15,0;4584;4538;18;28;4795;12;12;0;0
13/11/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;31;0;15;11;0;33;1;15,0;4646;4613;13;20;4921;12;12;0;0
13/11/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;24;0;12;15;0;0;1;9,0;3168;3101;26;41;3127;8;8;0;0
13/11/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;36;30;0;15;10;0;1;9,0;2748;2698;20;30;2745;8;8;0;0
13/11/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;16;0;22;0;32;20;1;9,0;2779;2737;16;26;2809;8;8;0;0
13/11/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;0;0;0;33;16;0;0;22,0;7698;7590;43;65;7869;6;6;0;0
14/11/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;31;0;23;0;34;17;1;12,5;4040;3979;24;37;4084;12;12;0;0
14/11/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;0;0;0;14;0;15;0;12,5;4803;4745;23;35;4915;12;12;0;0
14/11/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;21;13;0;26;0;21;1;7,5;2571;2550;8;13;2692;8;8;0;0
14/11/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;36;32;8;0;33;10;1;7,5;2226;2214;4;8;2359;8;8;0;1
14/11/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;17;0;11;0;0;0;1;7,5;2564;2512;20;32;2722;8;8;0;0
14/11/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;0;25;13;0;18;0;0;18,0;6531;6406;50;75;6456;6;6;0;0
17/11/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;119;19;0;14;0;0;0;1;15,0;4403;4314;35;54;4676;12;12;0;0
17/11/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;0;15;0;19;18;0;0;15,0;5034;4948;34;52;4982;12;12;0;0
17/11/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;95;42;18;10;28;19;0;1;9,0;2134;2106;11;17;2160;8;7;0;0
17/11/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;0;0;0;0;29;9;0;9,0;3093;3062;12;19;3169;8;8;0;0
17/11/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;31;25;0;0;0;23;1;9,0;2815;2795;8;12;2919;8;8;0;0
17/11/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;96;18;0;14;29;0;11;1;22,0;6006;5969;14;23;6297;6;6;0;0
18/11/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;45;30;0;0;0;13;1;12,5;4158;4128;12;18;4312;12;12;1;0
18/11/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;30;18;7;0;20;0;1;12,5;4174;4082;36;56;4334;12;11;0;1
18/11/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;0;41;9;0;0;0;0;7,5;2734;2684;20;30;2907;8;8;0;0
18/11/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;0;0;9;27;0;16;0;7,5;2633;2593;16;24;2609;8;8;0;0
18/11/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;29;22;0;30;10;0;1;7,5;2093;2067;10;16;2097;8;8;0;0
18/11/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;30;12;0;60;0;22;1;18,0;5261;5203;23;35;5332;6;6;0;0
19/11/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;26;25;0;23;9;0;1;15,0;4685;4628;22;35;4696;12;12;0;0
19/11/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;16;0;9;20;20;8;1;15,0;5312;5264;19;29;5390;12;12;0;0
19/11/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;16;0;11;0;0;19;1;9,0;3067;3051;6;10;3184;8;8;0;0
19/11/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;40;30;0;23;11;0;1;9,0;2887;2829;23;35;3002;8;8;0;0
19/11/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;25;39;10;0;17;11;1;9,0;2564;2520;17;27;2698;8;8;0;0
19/11/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;0;17;0;14;0;0;0;22,0;7693;7569;49;75;8191;6;6;0;0
20/11/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;36;23;6;0;16;19;1;12,5;3931;3864;26;41;4138;12;12;0;0
20/11/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;0;0;8;14;0;0;0;12,5;4676;4610;26;40;4984;12;12;0;0
20/11/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;43;24;0;29;0;15;1;7,5;2257;2234;9;14;2265;8;8;0;0
20/11/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;34;19;12;0;50;0;1;7,5;2157;2141;6;10;2190;8;8;0;0
20/11/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;14;0;0;0;0;18;1;7,5;2423;2369;21;33;2463;8;7;0;0
20/11/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;23;30;8;0;0;0;1;18,0;6173;6043;52;78;6348;6;6;0;1
21/11/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;15;0;0;0;0;11;1;15,0;5309;5192;46;71;5399;12;11;0;0
21/11/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;38;31;0;31;0;0;1;15,0;4819;4727;36;56;4961;12;12;0;0
21/11/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;22;40;0;32;15;0;1;9,0;2874;2830;17;27;3028;8;8;0;0
21/11/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;0;0;5;0;17;0;0;9,0;3517;3474;17;26;3753;8;8;0;0
21/11/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;30;0;0;15;0;22;1;9,0;2793;2767;10;16;2777;8;8;0;0
21/11/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;36;0;15;0;29;19;1;22,0;7164;7106;23;35;7201;6;6;0;0
24/11/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;31;0;0;20;0;20;1;12,5;4174;4136;15;23;4151;12;12;0;0
24/11/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;25;16;8;0;25;0;1;12,5;4003;3978;10;15;4028;12;12;0;0
24/11/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;51;26;0;0;0;0;1;7,5;2436;2387;19;30;2480;8;8;0;1
24/11/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;25;0;16;24;0;0;1;7,5;2432;2390;16;26;2506;8;8;0;0
24/11/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;44;13;0;18;13;0;1;7,5;2306;2273;13;20;2406;8;8;0;0
24/11/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;19;30;8;27;0;19;1;18,0;5368;5298;28;42;5665;6;5;0;0
25/11/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;156;54;22;0;14;11;0;1;15,0;3194;3149;18;27;3333;12;12;0;0
25/11/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;31;0;19;0;31;17;1;15,0;4745;4692;21;32;5013;12;12;0;0
25/11/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;157;23;0;0;0;22;10;1;9,0;2279;2263;6;10;2269;8;8;0;0
25/11/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;47;21;0;18;0;16;1;9,0;2783;2721;24;38;2772;8;7;0;0
25/11/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;35;36;12;0;34;12;1;9,0;2238;2195;17;26;2257;8;8;0;1
25/11/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;158;24;21;0;0;0;0;1;22,0;5697;5594;41;62;5809;6;6;0;0
26/11/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;23;24;7;0;27;20;1;12,5;3750;3678;28;44;3781;12;12;0;1
26/11/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;20;0;16;0;0;0;1;12,5;4317;4247;28;42;4407;12;12;0;0
26/11/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;21;0;6;21;0;18;1;7,5;2454;2424;12;18;2564;8;8;0;0
26/11/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;36;17;5;25;23;0;1;7,5;2417;2395;8;14;2556;8;8;0;0
26/11/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;0;0;0;0;35;7;0;7,5;2580;2564;6;10;2763;8;8;0;0
26/11/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;27;25;0;0;12;0;1;18,0;5854;5824;12;18;5836;6;6;0;0
27/11/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;0;0;0;0;18;16;0;15,0;5694;5659;14;21;6100;12;12;0;0
27/11/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;24;20;0;0;0;17;1;15,0;5144;5035;43;66;5078;12;12;0;0
27/11/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;85;30;0;19;13;0;2;9,0;2439;2397;16;26;2462;8;8;0;0
27/11/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;0;15;9;0;0;0;0;9,0;3350;3303;18;29;3423;8;8;0;0
27/11/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;0;0;13;13;0;11;0;9,0;2903;2871;12;20;3003;8;8;0;0
27/11/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;15;0;7;0;26;16;1;22,0;7568;7492;30;46;7917;6;6;0;0
28/11/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;0;0;7;16;0;15;0;12,5;4346;4298;19;29;4496;12;12;0;0
28/11/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;41;32;0;24;22;0;1;12,5;3831;3800;12;19;4012;12;12;0;0
28/11/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;43;0;0;0;26;0;1;7,5;2379;2326;21;32;2523;8;7;0;0
28/11/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;19;0;13;0;0;19;1;7,5;2757;2704;21;32;2725;8;8;0;0
28/11/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;36;19;0;13;17;0;1;7,5;2230;2194;14;22;2230;8;8;0;0
28/11/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;78;0;12;12;0;20;2;18,0;5523;5440;33;50;5584;6;6;0;0
01/12/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;119;22;0;22;26;0;1;15,0;3444;3388;22;34;3444;12;12;0;0
01/12/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;104;22;11;0;30;9;1;15,0;3504;3458;18;28;3546;12;11;0;0
01/12/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;0;0;5;0;26;8;0;9,0;3266;3236;12;18;3383;8;8;0;0
01/12/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;93;18;0;13;0;16;1;9,0;2362;2347;6;9;2476;8;8;0;0
01/12/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;120;17;12;0;34;0;1;9,0;1971;1929;16;26;2069;8;8;0;0
01/12/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;103;0;0;0;0;14;1;22,0;6359;6231;51;77;6754;6;6;0;0
02/12/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;47;29;9;0;39;0;1;12,5;3811;3730;32;49;4002;12;12;0;0
02/12/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;20;0;0;0;0;19;1;12,5;4686;4601;34;51;4983;12;12;0;0
02/12/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;20;0;8;19;0;14;1;7,5;2714;2676;15;23;2718;8;8;0;0
02/12/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;53;29;0;26;14;0;1;7,5;2206;2181;10;15;2235;8;8;0;0
02/12/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;0;0;8;0;16;0;0;7,5;2591;2570;8;13;2657;8;8;0;0
02/12/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;54;0;0;18;22;0;1;18,0;5885;5843;16;26;6103;6;6;0;0
03/12/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;103;0;0;6;0;36;0;0;15,0;4497;4461;14;22;4613;12;12;0;0
03/12/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;24;0;0;22;0;13;1;15,0;4943;4918;10;15;5133;12;12;0;0
03/12/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;104;42;31;0;17;26;17;1;9,0;1935;1898;14;23;2034;8;8;0;0
03/12/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;50;31;0;0;0;0;1;9,0;2762;2717;18;27;2940;8;8;0;1
03/12/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;22;0;15;21;0;0;1;9,0;2993;2954;15;24;2969;8;7;0;0
03/12/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;105;0;36;6;0;38;16;0;22,0;5370;5305;26;39;5384;6;6;0;0
04/12/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;34;0;17;19;0;0;1;12,5;4370;4313;22;35;4335;12;11;0;0
04/12/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;56;32;0;26;12;0;1;12,5;3591;3555;14;22;3605;12;12;0;0
04/12/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;0;0;0;28;17;0;0;7,5;2769;2752;6;11;2843;8;8;0;0
04/12/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;38;0;0;0;38;15;1;7,5;2368;2318;20;30;2435;8;8;0;0
04/12/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;35;15;0;33;0;19;1;7,5;2021;1984;14;23;2103;8;8;0;0
04/12/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;16;0;16;19;0;25;1;18,0;6060;5956;41;63;6379;6;6;0;0
05/12/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;47;17;0;30;0;21;1;15,0;4265;4188;30;47;4440;12;12;0;0
05/12/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;39;40;11;0;32;19;1;15,0;4328;4263;26;39;4562;12;12;0;1
05/12/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;0;26;7;0;31;0;0;9,0;2927;2894;13;20;2907;8;8;0;0
05/12/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;43;0;15;24;0;17;1;9,0;2930;2906;9;15;2944;8;8;0;0
05/12/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;31;20;11;30;17;0;1;9,0;2505;2492;5;8;2547;8;8;0;0
05/12/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;0;0;0;20;0;13;0;22,0;7655;7486;67;102;7786;6;5;0;0
08/12/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;23;36;6;20;15;0;1;12,5;3931;3911;8;12;3998;12;12;0;0
08/12/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;0;0;0;0;16;15;0;12,5;4575;4483;36;56;4658;12;12;0;0
08/12/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;37;0;13;16;0;14;1;7,5;2470;2430;16;24;2574;8;8;0;0
08/12/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;77;17;0;31;19;0;2;7,5;1964;1938;10;16;2072;8;7;0;0
08/12/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;0;27;8;0;0;0;0;7,5;2404;2379;10;15;2568;8;8;0;0
08/12/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;0;25;0;32;10;0;0;18,0;6076;6021;22;33;6043;6;6;0;0
09/12/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;0;18;7;0;0;0;0;15,0;5322;5268;21;33;5687;12;12;0;0
09/12/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;0;0;6;19;0;16;0;15,0;5655;5615;16;24;5631;12;12;0;0
09/12/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;25;25;0;54;0;22;1;9,0;2727;2669;23;35;2746;8;8;0;0
09/12/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;30;0;0;0;10;0;1;9,0;3366;3305;24;37;3431;8;8;0;0
09/12/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;20;0;6;0;0;13;1;9,0;3021;2975;18;28;3117;8;8;0;0
09/12/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;44;19;8;0;20;0;1;22,0;7332;7229;41;62;7652;6;6;0;1
10/12/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;85;23;0;13;0;0;9;1;12,5;3959;3899;24;36;4086;12;12;0;0
10/12/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;38;17;0;34;17;0;1;12,5;3653;3609;17;27;3816;12;12;0;0
10/12/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;85;0;14;0;29;0;0;0;7,5;2362;2343;7;12;2526;8;8;0;0
10/12/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;0;0;9;0;22;20;0;7,5;2523;2510;5;8;2515;8;8;0;0
10/12/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;18;20;0;23;0;22;1;7,5;2342;2295;18;29;2336;8;8;0;0
10/12/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;85;34;0;8;23;35;13;1;18,0;4492;4406;34;52;4530;6;6;0;0
11/12/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;95;38;31;0;28;0;15;1;15,0;3910;3831;31;48;3901;12;12;0;0
11/12/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;49;24;6;0;36;0;1;15,0;4509;4432;30;47;4553;12;12;0;0
11/12/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;96;56;31;11;0;0;0;1;9,0;2432;2400;12;20;2512;8;7;0;1
11/12/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;28;0;6;15;0;20;1;9,0;3055;3024;12;19;3195;8;8;0;0
11/12/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;23;61;0;20;19;0;1;9,0;2285;2269;6;10;2420;8;8;0;0
11/12/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;97;0;0;12;11;0;0;0;22,0;7405;7360;18;27;7933;6;6;0;0
12/12/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;37;46;0;28;25;0;1;12,5;3363;3339;9;15;3561;12;12;0;0
12/12/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;0;0;12;0;28;0;0;12,5;4275;4180;38;57;4535;12;11;0;0
12/12/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;34;0;6;0;17;16;1;7,5;2408;2364;17;27;2405;8;8;0;0
12/12/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;41;16;0;15;19;23;1;7,5;2359;2323;14;22;2384;8;8;0;0
12/12/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;53;26;0;0;0;0;1;7,5;2321;2293;11;17;2375;8;8;0;1
12/12/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;24;19;0;15;0;0;1;18,0;5947;5881;26;40;6153;6;6;0;0
15/12/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;52;30;0;0;0;0;1;15,0;5020;4959;24;37;5137;12;12;0;1
15/12/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;35;0;17;12;0;0;1;15,0;5104;5058;18;28;5287;12;12;0;0
15/12/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;34;25;16;24;0;18;1;9,0;2688;2674;5;9;2850;8;8;0;0
15/12/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;0;0;0;22;19;0;0;9,0;3213;3148;26;39;3412;8;8;0;0
15/12/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;34;0;0;0;33;17;1;9,0;2537;2493;17;27;2510;8;8;0;0
15/12/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;35;21;5;0;16;0;1;22,0;7307;7190;46;71;7309;6;6;0;0
16/12/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;34;0;0;0;15;16;1;12,5;4054;3985;27;42;4012;12;12;0;0
16/12/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;35;23;0;23;0;21;1;12,5;4034;3977;22;35;4039;12;12;0;0
16/12/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;32;21;0;0;0;0;1;7,5;2481;2456;10;15;2542;8;8;0;0
16/12/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;0;36;12;0;33;0;0;7,5;2544;2526;7;11;2638;8;8;0;0
16/12/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;35;0;13;14;0;16;1;7,5;2278;2227;20;31;2365;8;7;0;0
16/12/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;20;0;15;0;35;7;1;18,0;6305;6172;53;80;6622;6;6;0;0
17/12/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;30;0;10;14;0;20;1;15,0;5023;4912;44;67;5216;12;11;0;0
17/12/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;55;16;5;30;22;0;1;15,0;4141;4062;31;48;4354;12;12;0;0
17/12/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;46;32;0;0;20;0;1;9,0;2785;2743;16;26;2759;8;8;0;0
17/12/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;22;0;7;11;0;12;1;9,0;3055;3018;14;23;3062;8;8;0;0
17/12/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;73;14;0;19;18;0;2;9,0;2483;2460;9;14;2519;8;8;0;0
17/12/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;38;0;8;0;0;0;1;22,0;7757;7694;25;38;7957;6;6;0;0
18/12/2025;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;60;13;0;26;18;0;2;12,5;3896;3860;14;22;3953;12;12;0;0
18/12/2025;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;0;20;11;0;0;0;0;12,5;4780;4751;11;18;4909;12;12;0;0
18/12/2025;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;30;0;12;0;24;8;1;7,5;2621;2568;21;32;2725;8;8;0;0
18/12/2025;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;32;20;0;57;0;13;1;7,5;2206;2168;15;23;2322;8;8;0;0
18/12/2025;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;27;0;0;0;12;0;1;7,5;2490;2455;14;21;2654;8;8;0;0
18/12/2025;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;28;25;0;0;0;21;1;18,0;6225;6144;32;49;6176;6;5;0;0
19/12/2025;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;112;42;0;0;0;11;0;1;15,0;4228;4168;24;36;4507;12;12;0;0
19/12/2025;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;37;0;14;0;0;9;1;15,0;4930;4875;22;33;4897;12;12;0;0
19/12/2025;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;113;84;0;12;26;0;20;2;9,0;1792;1779;5;8;1820;8;8;0;0
